KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMEWRETD
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1989,0.014664483
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/1989,-0.010936926
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1989,0.006841221
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/28/1989,0.02358955
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/1989,0.027256361
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1989,0.034466237
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1989,0.02707181
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1989,-0.022163202
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/29/1989,0.002536687
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/1989,0.028268025
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1989,0.010914281
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/29/1989,-0.000163521
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1990,-0.014505208
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/1990,0.000503538
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/30/1990,3.73359E-05
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1990,-0.011214935
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/1990,0.029451536
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/29/1990,0.016352252
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1990,0.015590109
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1990,-0.016525746
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/28/1990,0.009665469
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/1990,0.018442655
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1990,0.0244799
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1990,0.016470167
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1991,0.011600569
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/1991,0.005908182
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/28/1991,0.002369022
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1991,0.010734786
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/1991,0.004845693
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/28/1991,-0.004386065
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1991,0.013563712
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/30/1991,0.025628017
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1991,0.026075215
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/1991,0.011286593
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/29/1991,0.01155143
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1991,0.038626141
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1992,-0.02175599
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/1992,0.004656376
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1992,-0.007674101
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1992,0.006785498
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/29/1992,0.020764349
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1992,0.018762339
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1992,0.0281513
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1992,0.012205661
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1992,0.0189532
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/30/1992,-0.017767122
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1992,-0.00493602
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1992,0.017040213
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/29/1993,0.024220557
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/26/1993,0.021568799
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1993,0.005485444
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1993,0.007912773
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/28/1993,-0.001085767
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1993,0.023868275
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/30/1993,0.002679252
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1993,0.022113358
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1993,0.006760572
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/29/1993,0.002008199
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1993,-0.012278489
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1993,0.004855869
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1994,0.013871284
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/1994,-0.023584439
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1994,-0.02472359
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/29/1994,-0.008871671
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/1994,-0.000020968
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1994,-0.002898791
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/29/1994,0.017755192
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1994,0.002381538
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1994,-0.015943154
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/1994,-0.002535542
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1994,-0.00233827
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/30/1994,0.006404515
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1995,0.018971669
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/1995,0.025950067
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1995,0.006247434
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/28/1995,0.015004709
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/1995,0.045889729
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1995,0.009433515
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1995,-0.005774525
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1995,0.012423373
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/29/1995,0.010116689
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/1995,0.015239563
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1995,0.018235974
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/29/1995,0.01392259
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1996,0.007398755
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/29/1996,-0.022375369
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/29/1996,-0.010455219
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1996,-0.009569548
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/1996,-0.003847149
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/28/1996,0.013250679
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1996,0.00231069
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/30/1996,-0.003257263
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1996,0.019356492
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/1996,0.02577739
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/29/1996,0.020627811
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1996,-0.014852181
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/1997,0.001709058
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/1997,0.000144506
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1997,-0.014171977
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1997,0.01530205
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/30/1997,0.010112274
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1997,0.012941155
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1997,0.031139768
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/29/1997,-0.012748296
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1997,0.017855611
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/1997,0.017735287
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/28/1997,0.002236765
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1997,0.012822236
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/30/1998,0.01861087
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/27/1998,-0.004105408
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1998,0.002301769
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1998,0.004138919
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/29/1998,0.008923508
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1998,0.010099578
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/1998,0.003002268
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1998,0.03269155
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1998,0.035748268
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/30/1998,-0.004580223
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1998,-0.004500987
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1998,0.004897001
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/29/1999,0.004246071
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/26/1999,-0.028925092
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/1999,0.006573364
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/1999,0.003238274
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/28/1999,-0.01421862
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/1999,0.00040641
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/30/1999,-0.002878022
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/1999,0.000721179
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/1999,0.01002194
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/29/1999,-0.001066607
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/1999,-0.001024472
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/1999,-0.006766813
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2000,-0.003842248
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/29/2000,0.008440007
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2000,0.021884902
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/28/2000,-0.004108121
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2000,0.005021593
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2000,0.016893761
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2000,0.007656228
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2000,0.014194655
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/29/2000,0.007046301
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2000,0.008329338
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2000,0.018946271
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/29/2000,0.021054927
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2001,0.012449791
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2001,0.01090284
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/30/2001,0.006833556
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2001,-0.009621466
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2001,0.003854791
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/29/2001,0.002587744
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2001,0.022048804
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2001,0.010998637
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/28/2001,0.021821826
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2001,0.021017621
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2001,-0.018615171
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2001,-0.007677757
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2002,0.004678515
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2002,0.009679433
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/28/2002,-0.0213423
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2002,0.021894909
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2002,0.008708231
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/28/2002,0.014431937
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2002,0.022977101
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/30/2002,0.015520379
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2002,0.025391842
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2002,-0.005542978
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/29/2002,-0.013606169
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2002,0.024955919
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2003,-0.004097121
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2003,0.01512204
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2003,-0.001140984
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2003,0.001963805
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/30/2003,0.021814082
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2003,-0.002440564
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2003,-0.032026779
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/29/2003,-0.000571302
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2003,0.029669486
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2003,-0.013330424
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/28/2003,0.000327876
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2003,0.00872338
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/30/2004,0.007121825
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/27/2004,0.011876606
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2004,0.009081335
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2004,-0.030186504
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/28/2004,-0.004144087
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2004,0.006249742
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/30/2004,0.007701635
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2004,0.020824615
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2004,0.00115221
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/29/2004,0.007192709
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2004,-0.013390993
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2004,0.008825681
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2005,0.004270342
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2005,-0.010503089
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2005,-0.002444525
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/29/2005,0.017940015
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2005,0.013840827
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2005,0.005054593
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/29/2005,-0.016142117
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2005,0.01648462
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2005,-0.013767285
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2005,-0.008498607
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2005,0.005751764
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/30/2005,0.009183462
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2006,-0.002962977
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2006,-0.000971385
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2006,-0.009925842
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/28/2006,-0.003906145
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2006,-0.000495129
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2006,0.002910803
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2006,0.014365777
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2006,0.016061477
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/29/2006,0.009724239
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2006,0.005564879
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2006,0.011166103
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/29/2006,-0.010514101
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2007,-0.001214021
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2007,0.017227256
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/30/2007,0.000674954
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2007,0.005697994
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2007,-0.011888776
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/29/2007,-0.002300733
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2007,0.020364676
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2007,0.017627485
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/28/2007,0.003291626
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2007,0.009850227
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2007,0.036175264
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2007,0.000119453
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2008,0.033219199
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/29/2008,0.011942568
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2008,0.011946602
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2008,-0.021385928
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/30/2008,-0.017216005
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2008,0.009919321
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2008,0.006753062
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/29/2008,0.012465288
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2008,0.003764014
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2008,-0.008280577
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/28/2008,0.066598478
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2008,0.039779489
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/30/2009,-0.03023674
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/27/2009,-0.004479189
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2009,0.030301796
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2009,-0.022078964
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/29/2009,-0.016045406
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2009,-0.005279643
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2009,0.007134826
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2009,0.008773454
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2009,0.009538436
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/30/2009,0.001859055
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2009,0.02020267
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2009,-0.035136655
