KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMEWRETD
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/29/2010,0.02146745
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/26/2010,0.003597604
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2010,-0.008999806
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2010,0.013883095
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/28/2010,0.022459905
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2010,0.026146101
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/30/2010,0.010114609
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2010,0.026133349
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2010,0.002784012
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/29/2010,0.003777118
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2010,-0.0098993
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2010,-0.028731211
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2011,0.003469827
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2011,-0.004032724
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2011,-0.001934192
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/29/2011,0.017698613
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2011,0.021182361
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2011,-0.002307203
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/29/2011,0.027282767
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2011,0.033841958
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2011,0.010749834
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2011,-0.004580992
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2011,0.004621995
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/30/2011,0.01219257
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2012,0.009447975
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/29/2012,-0.007199965
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/30/2012,-0.011563103
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2012,0.019333528
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2012,0.019216594
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/29/2012,-0.00408754
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2012,0.010891693
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2012,-0.000141672
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/28/2012,-0.001257388
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2012,-0.003704751
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2012,0.008004459
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2012,-0.005933412
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2013,-0.009967989
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2013,0.009952195
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/28/2013,0.003035304
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2013,0.009755797
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2013,-0.022689389
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/28/2013,-0.022076434
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2013,0.000168878
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/30/2013,-0.012620265
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2013,0.017621527
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2013,0.006026518
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/29/2013,-0.004230703
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2013,-0.017643978
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2014,0.022225943
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2014,0.002927109
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2014,-0.007399944
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2014,0.006767298
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/30/2014,0.013078893
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2014,-0.001828135
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2014,-0.003175037
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/29/2014,0.013104556
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2014,-0.006728221
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2014,0.011553782
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/28/2014,0.011870113
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2014,-0.003223397
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/30/2015,0.033327478
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/27/2015,-0.019575908
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2015,0.008819599
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/30/2015,-0.003263965
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/29/2015,-0.002500879
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2015,-0.010188064
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2015,0.011516605
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2015,-0.000175541
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2015,0.014965209
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/30/2015,-0.006665383
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2015,-0.003973297
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/31/2015,-0.003307449
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/29/2016,0.027459309
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/29/2016,0.010342402
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2016,0.001592107
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/29/2016,-0.002620781
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2016,-0.001338656
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2016,0.026108569
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/29/2016,0.000935329
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2016,-0.008717103
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/30/2016,0.003333674
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2016,-0.010397302
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2016,-0.033620854
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/30/2016,-0.001030205
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,1/31/2017,0.002820554
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,2/28/2017,0.003844696
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,3/31/2017,0.003167301
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,4/28/2017,0.009072233
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,5/31/2017,0.006993868
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,6/30/2017,-0.00455967
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,7/31/2017,0.003808334
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,8/31/2017,0.012250545
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,9/29/2017,-0.011853454
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,10/31/2017,-0.00155643
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,11/30/2017,-0.002749586
2000038,BONDMATPORT,6120,Fama Maturity Portfolios - > 60 and <= 120 Month,12/29/2017,0.000475098
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1952,0.002817951
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/1952,0.001394505
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1952,0.011072349
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1952,0.017069721
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/29/1952,-0.00335392
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1952,0.000300954
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1952,-0.001969285
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/29/1952,-0.006995163
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1952,-0.013009196
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1952,0.014773148
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/28/1952,-0.001544751
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1952,-0.008586542
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/30/1953,0.001177124
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/27/1953,-0.008684728
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1953,-0.008817561
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1953,-0.010515614
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/29/1953,-0.014752077
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1953,0.02225831
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1953,0.003935
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1953,-0.000754881
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1953,0.029931037
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/30/1953,0.00743836
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1953,-0.004942722
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1953,0.02060821
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/29/1954,0.01876501
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/26/1954,0.015826859
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1954,0.007523545
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1954,0.007649947
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/28/1954,-0.013285772
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1954,0.011663916
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/30/1954,0.007295235
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1954,-0.004016118
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1954,0.002032865
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/29/1954,0.00012771
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1954,-0.004662544
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1954,-0.000988194
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1955,-0.013553381
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1955,-0.006308604
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1955,0.006022132
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/29/1955,-0.003128156
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1955,0.007429818
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1955,-0.008185158
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/29/1955,-0.016744828
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1955,0.006975279
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1955,0.009996788
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1955,0.010767966
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1955,-0.01003425
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/30/1955,0.001834383
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1956,0.014414369
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/1956,-0.000847537
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/29/1956,-0.017169357
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1956,-0.003677429
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1956,0.022974308
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/29/1956,-0.001207438
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1956,-0.016697008
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1956,-0.017718187
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/28/1956,0.008173359
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1956,-0.007731755
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1956,-0.00939211
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1956,-0.02048956
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1957,0.050519339
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1957,-0.012055946
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/29/1957,0.009663182
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1957,-0.015409787
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1957,-0.014336647
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/27/1957,-0.019081922
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1957,0.0076875
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/30/1957,0.00660547
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1957,-0.007513431
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1957,-0.004761924
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/29/1957,0.074380099
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1957,0.018652136
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1958,0.004937691
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1958,0.013957943
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1958,0.012658129
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1958,0.004740278
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/29/1958,0.003997514
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1958,-0.01910604
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1958,-0.009653036
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/29/1958,-0.049865307
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1958,0.001055487
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1958,-0.001828986
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/28/1958,0.016435986
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1958,-0.031056093
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/30/1959,-0.001217701
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/27/1959,0.014538288
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1959,-0.0117619
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1959,-0.018114097
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/29/1959,0.00085919
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1959,-0.004859165
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1959,0.002522828
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1959,-0.018394649
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1959,0.007059496
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/30/1959,0.017870389
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1959,-0.009490526
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1959,-0.024037256
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/29/1960,0.026651018
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/1960,0.014736069
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1960,0.033963727
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/29/1960,-0.013840996
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1960,0.01897269
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1960,0.015537374
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/29/1960,0.033931449
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1960,-0.002375477
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1960,0.005782105
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1960,-0.006031401
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1960,-0.018884301
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/30/1960,0.029078896
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1961,-0.008035317
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1961,0.016317926
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/30/1961,-0.006057046
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/28/1961,0.012877257
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1961,-0.000989677
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1961,-0.01313764
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1961,0.000972958
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1961,-0.000447434
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/29/1961,0.00935649
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1961,0.001095869
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1961,-0.009040865
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/29/1961,-0.002729852
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1962,0.001547963
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1962,0.019149558
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/30/1962,0.019280063
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1962,0.016427011
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1962,-0.005968489
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/29/1962,-0.013112721
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1962,0.002452032
